customer_id,name,email,phone,plan_type,monthly_charge,tenure_months,total_charges,contract_type,payment_method,num_tickets,avg_satisfaction,churn_status
1264,Cliente 1264,cliente1264@example.com,0904316786,Fibra 200MB,18.85,4,77.01,two-year,credit_card,0,3.41,0
1265,Cliente 1265,cliente1265@example.com,0910803316,Internet Hogar 100MB,62.38,45,2729.64,one-year,credit_card,1,2.77,0
1266,Cliente 1266,cliente1266@example.com,0978442088,Fibra 200MB,33.63,64,2245.37,two-year,credit_card,1,4.19,0
1267,Cliente 1267,cliente1267@example.com,0991468419,Plan Familiar,65.7,47,2817.96,two-year,bank_transfer,0,3.31,0
1268,Cliente 1268,cliente1268@example.com,0907305341,Plan Prepago Movil,45.51,42,1896.88,month-to-month,credit_card,1,3.51,0
1269,Cliente 1269,cliente1269@example.com,0962131557,Fibra 500MB,50.31,16,811.4,one-year,bank_transfer,2,2.78,0
1270,Cliente 1270,cliente1270@example.com,0990040884,Fibra 500MB,41.19,57,2331.81,month-to-month,credit_card,3,,0
1271,Cliente 1271,cliente1271@example.com,0995575725,Fibra 1GB,15.0,32,470.15,month-to-month,bank_transfer,2,2.19,0
1272,Cliente 1272,cliente1272@example.com,0989105064,Fibra 500MB,24.54,19,460.08,month-to-month,cash,0,3.16,0
1273,Cliente 1273,cliente1273@example.com,0981020176,Fibra 200MB,42.74,35,1501.03,two-year,bank_transfer,0,,0
1274,Cliente 1274,cliente1274@example.com,0964288286,Plan Ilimitado,51.57,8,424.73,one-year,credit_card,4,3.32,0
1275,Cliente 1275,cliente1275@example.com,0932503641,Internet Hogar 100MB,15.0,67,955.2,month-to-month,credit_card,1,2.76,0
1276,Cliente 1276,cliente1276@example.com,0916861625,Fibra 1GB,44.04,51,2176.3,month-to-month,credit_card,0,1.61,0
1277,Cliente 1277,cliente1277@example.com,0958800930,Fibra 500MB,24.8,23,567.77,month-to-month,bank_transfer,0,2.84,0
1278,Cliente 1278,cliente1278@example.com,0914896278,Plan Ilimitado,49.22,57,2657.22,one-year,bank_transfer,1,2.54,0
1279,Cliente 1279,cliente1279@example.com,0945486085,Fibra 1GB,44.65,3,124.15,two-year,credit_card,1,5.0,0
1280,Cliente 1280,cliente1280@example.com,0941601627,Combo TV+Internet,58.38,28,1708.08,month-to-month,cash,1,5.0,0
1281,Cliente 1281,cliente1281@example.com,0927677734,Fibra 200MB,64.2,47,2803.8,month-to-month,bank_transfer,0,3.54,0
1282,Cliente 1282,cliente1282@example.com,0903479612,Fibra 500MB,53.26,1,49.79,one-year,cash,1,2.05,0
1283,Cliente 1283,cliente1283@example.com,0954915742,Fibra 500MB,60.49,51,3062.79,month-to-month,credit_card,3,4.41,0
1284,Cliente 1284,cliente1284@example.com,0916678914,Fibra 1GB,38.69,59,2080.93,month-to-month,cash,0,2.52,0
1285,Cliente 1285,cliente1285@example.com,0938163053,Fibra 500MB,95.82,43,3729.28,month-to-month,credit_card,2,3.0,0
1286,Cliente 1286,cliente1286@example.com,0963111421,Fibra 200MB,23.06,15,314.63,month-to-month,credit_card,0,2.91,0
1287,Cliente 1287,cliente1287@example.com,0938835146,Plan Familiar,35.5,54,1760.74,month-to-month,cash,2,3.05,1
1288,Cliente 1288,cliente1288@example.com,0908992818,Internet Hogar 100MB,61.22,24,1416.94,two-year,cash,2,3.21,0
1289,Cliente 1289,cliente1289@example.com,0913952339,Fibra 500MB,58.55,53,3178.83,month-to-month,bank_transfer,2,2.16,0
1290,Cliente 1290,cliente1290@example.com,0940150268,Plan Familiar,53.77,45,2301.8,month-to-month,credit_card,1,2.83,0
1291,Cliente 1291,cliente1291@example.com,0903387961,Fibra 1GB,57.16,6,330.66,one-year,credit_card,3,4.72,0
1292,Cliente 1292,cliente1292@example.com,0997637432,Fibra 500MB,15.0,7,103.95,two-year,bank_transfer,2,3.56,0
1293,Cliente 1293,cliente1293@example.com,0966232737,Fibra 1GB,73.61,1,69.59,month-to-month,cash,2,3.74,1
1294,Cliente 1294,cliente1294@example.com,0923000092,Combo TV+Internet,41.33,5,199.39,month-to-month,credit_card,1,1.14,0
1295,Cliente 1295,cliente1295@example.com,0959437719,Plan Familiar,67.43,21,1356.48,one-year,credit_card,1,4.64,0
1296,Cliente 1296,cliente1296@example.com,0913955846,Combo TV+Internet,15.0,1,14.27,month-to-month,bank_transfer,0,2.85,0
1297,Cliente 1297,cliente1297@example.com,0951373997,Internet Hogar 100MB,49.62,68,3233.32,one-year,bank_transfer,4,,0
1298,Cliente 1298,cliente1298@example.com,0907976642,Fibra 500MB,34.86,66,2074.52,month-to-month,credit_card,2,3.77,0
1299,Cliente 1299,cliente1299@example.com,0949018853,Fibra 500MB,55.3,12,685.46,month-to-month,bank_transfer,2,2.98,0
1300,Cliente 1300,cliente1300@example.com,0916583791,Fibra 200MB,50.71,22,1167.61,month-to-month,cash,0,1.75,0
1301,Cliente 1301,cliente1301@example.com,0976421125,Combo TV+Internet,51.59,54,2867.69,one-year,credit_card,1,5.0,0
1302,Cliente 1302,cliente1302@example.com,0959797587,Fibra 200MB,25.94,48,1121.68,month-to-month,bank_transfer,1,4.48,0
1303,Cliente 1303,cliente1303@example.com,0982723757,Fibra 500MB,43.97,42,1870.07,month-to-month,bank_transfer,1,4.55,0
1304,Cliente 1304,cliente1304@example.com,0977112380,Fibra 200MB,41.76,72,2964.52,month-to-month,bank_transfer,2,5.0,0
1305,Cliente 1305,cliente1305@example.com,0957332465,Fibra 200MB,53.92,45,2218.04,one-year,cash,0,3.85,0
1306,Cliente 1306,cliente1306@example.com,0980233712,Fibra 1GB,62.81,48,3135.26,month-to-month,bank_transfer,0,5.0,0
1307,Cliente 1307,cliente1307@example.com,0905990152,Fibra 200MB,47.71,36,1745.78,one-year,bank_transfer,2,3.07,0
1308,Cliente 1308,cliente1308@example.com,0926350900,Plan Ilimitado,22.03,38,771.67,one-year,credit_card,1,,0
1309,Cliente 1309,cliente1309@example.com,0948642265,Internet Hogar 100MB,46.94,21,1029.71,month-to-month,bank_transfer,3,2.91,0
1310,Cliente 1310,cliente1310@example.com,0964312242,Fibra 500MB,92.0,38,3212.58,two-year,credit_card,2,3.05,0
1311,Cliente 1311,cliente1311@example.com,0975301033,Internet Hogar 100MB,74.63,67,4841.21,two-year,credit_card,3,3.71,0
1312,Cliente 1312,cliente1312@example.com,0907598069,Fibra 200MB,15.0,27,374.16,month-to-month,bank_transfer,2,,0
1313,Cliente 1313,cliente1313@example.com,0986198594,Internet Hogar 100MB,46.14,9,383.09,month-to-month,bank_transfer,2,3.96,0
1314,Cliente 1314,cliente1314@example.com,0957757868,Plan Prepago Movil,61.78,43,2776.54,month-to-month,cash,2,3.26,0
1315,Cliente 1315,cliente1315@example.com,0945651416,Plan Ilimitado,41.72,57,2344.32,month-to-month,bank_transfer,0,1.41,0
1316,Cliente 1316,cliente1316@example.com,0976863009,Plan Prepago Movil,36.72,69,2378.81,month-to-month,cash,2,3.1,0
1317,Cliente 1317,cliente1317@example.com,0973927270,Combo TV+Internet,40.19,39,1593.21,two-year,credit_card,6,3.22,0
1318,Cliente 1318,cliente1318@example.com,0964503160,Fibra 1GB,54.94,57,3229.56,two-year,bank_transfer,4,,0
1319,Cliente 1319,cliente1319@example.com,0991594590,Fibra 200MB,24.33,18,454.42,month-to-month,cash,1,3.91,0
1320,Cliente 1320,cliente1320@example.com,0955764523,Fibra 500MB,66.4,30,2071.58,month-to-month,credit_card,0,5.0,0
1321,Cliente 1321,cliente1321@example.com,0996613299,Plan Familiar,43.99,30,1366.99,month-to-month,cash,2,4.17,1
1322,Cliente 1322,cliente1322@example.com,0934615257,Plan Ilimitado,28.17,24,673.27,month-to-month,bank_transfer,0,2.99,1
1323,Cliente 1323,cliente1323@example.com,0971237342,Plan Prepago Movil,65.24,52,3227.5,month-to-month,credit_card,1,3.54,0
1324,Cliente 1324,cliente1324@example.com,0934211410,Fibra 200MB,17.19,64,1142.88,two-year,bank_transfer,0,3.22,0
1325,Cliente 1325,cliente1325@example.com,0989561001,Fibra 200MB,35.01,23,739.5,two-year,credit_card,0,4.14,0
1326,Cliente 1326,cliente1326@example.com,0917772331,Plan Prepago Movil,34.71,9,289.06,month-to-month,credit_card,3,3.67,0
1327,Cliente 1327,cliente1327@example.com,0945224053,Plan Ilimitado,83.59,60,4840.23,one-year,credit_card,0,2.91,0
1328,Cliente 1328,cliente1328@example.com,0977335011,Plan Familiar,32.67,62,1909.17,one-year,credit_card,2,3.61,0
1329,Cliente 1329,cliente1329@example.com,0925256655,Fibra 500MB,15.0,68,1012.21,two-year,credit_card,3,4.11,0
1330,Cliente 1330,cliente1330@example.com,0944743998,Combo TV+Internet,34.53,18,643.79,month-to-month,cash,0,2.49,0
1331,Cliente 1331,cliente1331@example.com,0983968010,Plan Prepago Movil,53.2,52,2693.52,month-to-month,credit_card,0,3.95,0
1332,Cliente 1332,cliente1332@example.com,0993077956,Fibra 200MB,59.11,52,3021.71,one-year,cash,2,1.86,0
1333,Cliente 1333,cliente1333@example.com,0967501900,Fibra 200MB,85.98,57,4721.83,month-to-month,bank_transfer,0,4.82,0
1334,Cliente 1334,cliente1334@example.com,0989415035,Plan Prepago Movil,70.32,58,4103.58,one-year,credit_card,0,4.18,0
1335,Cliente 1335,cliente1335@example.com,0981604607,Fibra 1GB,48.38,69,3054.82,month-to-month,credit_card,2,5.0,0
1336,Cliente 1336,cliente1336@example.com,0992759581,Fibra 500MB,28.95,34,893.04,one-year,cash,3,2.37,0
1337,Cliente 1337,cliente1337@example.com,0924962864,Combo TV+Internet,74.23,5,369.74,two-year,bank_transfer,0,4.85,0
1338,Cliente 1338,cliente1338@example.com,0936858707,Plan Prepago Movil,38.37,14,526.56,month-to-month,cash,4,4.63,0
1339,Cliente 1339,cliente1339@example.com,0955609896,Fibra 200MB,33.15,64,2039.08,month-to-month,credit_card,2,3.4,0
1340,Cliente 1340,cliente1340@example.com,0926258144,Fibra 500MB,37.49,61,2172.77,one-year,bank_transfer,1,3.19,0
1341,Cliente 1341,cliente1341@example.com,0995333177,Fibra 500MB,22.46,0,0.0,month-to-month,bank_transfer,2,2.41,0
1342,Cliente 1342,cliente1342@example.com,0914770005,Plan Prepago Movil,36.63,26,954.36,one-year,cash,2,2.12,0
1343,Cliente 1343,cliente1343@example.com,0990779594,Plan Prepago Movil,40.8,17,668.09,one-year,credit_card,1,2.77,0
1344,Cliente 1344,cliente1344@example.com,0929536477,Fibra 500MB,58.15,23,1293.03,month-to-month,cash,2,2.22,0
1345,Cliente 1345,cliente1345@example.com,0905867936,Fibra 500MB,38.01,46,1807.94,two-year,credit_card,1,5.0,0
1346,Cliente 1346,cliente1346@example.com,0901627880,Combo TV+Internet,22.19,37,829.76,month-to-month,cash,0,1.95,0
1347,Cliente 1347,cliente1347@example.com,0935099721,Fibra 1GB,16.13,35,526.68,one-year,bank_transfer,2,3.76,0
1348,Cliente 1348,cliente1348@example.com,0987931915,Plan Prepago Movil,48.77,31,1509.72,month-to-month,bank_transfer,1,4.08,0
1349,Cliente 1349,cliente1349@example.com,0945406214,Fibra 500MB,46.31,46,1959.49,month-to-month,credit_card,1,3.99,0
1350,Cliente 1350,cliente1350@example.com,0927354810,Plan Familiar,35.02,49,1594.33,month-to-month,cash,0,4.09,0
1351,Cliente 1351,cliente1351@example.com,0983757625,Fibra 200MB,36.59,3,110.55,two-year,credit_card,0,4.64,0
1352,Cliente 1352,cliente1352@example.com,0933500609,Fibra 500MB,51.99,10,477.73,two-year,bank_transfer,0,3.11,0
1353,Cliente 1353,cliente1353@example.com,0968471637,Plan Ilimitado,70.03,24,1583.29,two-year,bank_transfer,3,3.7,1
1354,Cliente 1354,cliente1354@example.com,0937800358,Internet Hogar 100MB,30.96,31,993.07,month-to-month,bank_transfer,0,3.28,0
1355,Cliente 1355,cliente1355@example.com,0948779367,Plan Ilimitado,46.6,72,3391.26,month-to-month,bank_transfer,2,5.0,0
1356,Cliente 1356,cliente1356@example.com,0992729585,Internet Hogar 100MB,62.25,65,4205.75,one-year,bank_transfer,1,5.0,0
1357,Cliente 1357,cliente1357@example.com,0903665751,Plan Ilimitado,31.03,47,1505.48,one-year,bank_transfer,2,2.29,0
1358,Cliente 1358,cliente1358@example.com,0902169958,Combo TV+Internet,44.72,2,84.69,month-to-month,bank_transfer,2,1.37,0
1359,Cliente 1359,cliente1359@example.com,0961555892,Fibra 500MB,44.32,7,308.64,two-year,bank_transfer,1,4.23,0
1360,Cliente 1360,cliente1360@example.com,0906149690,Fibra 200MB,21.4,33,675.7,month-to-month,bank_transfer,2,4.78,1
1361,Cliente 1361,cliente1361@example.com,0973039491,Internet Hogar 100MB,48.03,42,2026.47,month-to-month,cash,0,5.0,0
1362,Cliente 1362,cliente1362@example.com,0964256063,Fibra 200MB,45.57,48,2082.95,two-year,bank_transfer,6,4.41,0
1363,Cliente 1363,cliente1363@example.com,0981292156,Fibra 500MB,54.99,10,495.02,month-to-month,credit_card,0,5.0,0
1364,Cliente 1364,cliente1364@example.com,0954120826,Internet Hogar 100MB,23.64,64,1382.98,month-to-month,bank_transfer,2,5.0,0
1365,Cliente 1365,cliente1365@example.com,0926003232,Internet Hogar 100MB,45.18,36,1651.94,one-year,credit_card,2,5.0,0
1366,Cliente 1366,cliente1366@example.com,0964196453,Internet Hogar 100MB,69.87,43,2741.83,two-year,credit_card,1,4.57,0
1367,Cliente 1367,cliente1367@example.com,0930836003,Fibra 200MB,82.39,2,163.12,month-to-month,bank_transfer,0,2.19,1
1368,Cliente 1368,cliente1368@example.com,0909053212,Fibra 500MB,68.04,60,4199.43,one-year,credit_card,0,3.59,0
1369,Cliente 1369,cliente1369@example.com,0905201825,Fibra 1GB,23.81,39,938.96,month-to-month,bank_transfer,2,3.93,0
1370,Cliente 1370,cliente1370@example.com,0944875280,Combo TV+Internet,53.12,16,817.64,month-to-month,cash,1,3.49,1
1371,Cliente 1371,cliente1371@example.com,0956912029,Plan Familiar,36.3,23,777.53,month-to-month,credit_card,0,3.56,0
1372,Cliente 1372,cliente1372@example.com,0907913870,Fibra 200MB,50.11,25,1300.83,month-to-month,credit_card,1,5.0,0
1373,Cliente 1373,cliente1373@example.com,0988343576,Internet Hogar 100MB,31.1,1,30.63,month-to-month,credit_card,1,2.77,0
1374,Cliente 1374,cliente1374@example.com,0990993129,Fibra 1GB,15.0,68,980.03,month-to-month,credit_card,1,4.48,0
1375,Cliente 1375,cliente1375@example.com,0900017093,Plan Prepago Movil,38.8,58,2343.36,one-year,bank_transfer,4,3.95,0
1376,Cliente 1376,cliente1376@example.com,0955860805,Plan Prepago Movil,58.01,64,3461.12,one-year,bank_transfer,0,2.66,0
1377,Cliente 1377,cliente1377@example.com,0985437689,Fibra 500MB,50.18,25,1212.28,one-year,bank_transfer,0,2.42,0
1378,Cliente 1378,cliente1378@example.com,0953532342,Plan Familiar,52.25,40,1915.06,two-year,credit_card,0,1.73,1
1379,Cliente 1379,cliente1379@example.com,0935117831,Fibra 200MB,48.89,33,1482.25,month-to-month,bank_transfer,0,4.13,0
1380,Cliente 1380,cliente1380@example.com,0941805347,Plan Prepago Movil,52.28,34,1706.04,month-to-month,credit_card,1,3.53,0
1381,Cliente 1381,cliente1381@example.com,0929943287,Fibra 200MB,54.53,42,2301.59,month-to-month,bank_transfer,1,2.69,0
1382,Cliente 1382,cliente1382@example.com,0946368465,Plan Ilimitado,40.06,32,1218.89,one-year,bank_transfer,1,1.54,0
1383,Cliente 1383,cliente1383@example.com,0900221960,Internet Hogar 100MB,46.49,56,2612.4,month-to-month,credit_card,1,4.08,0
1384,Cliente 1384,cliente1384@example.com,0993920139,Plan Ilimitado,76.38,4,311.87,month-to-month,cash,1,3.41,0
1385,Cliente 1385,cliente1385@example.com,0951345800,Plan Prepago Movil,47.56,14,686.9,month-to-month,bank_transfer,2,2.81,0
1386,Cliente 1386,cliente1386@example.com,0971633171,Internet Hogar 100MB,45.77,65,2697.5,month-to-month,credit_card,0,2.54,0
1387,Cliente 1387,cliente1387@example.com,0905112679,Fibra 200MB,46.85,64,3046.55,two-year,bank_transfer,0,3.34,0
1388,Cliente 1388,cliente1388@example.com,0992221050,Combo TV+Internet,41.08,59,2234.84,one-year,bank_transfer,2,4.12,0
1389,Cliente 1389,cliente1389@example.com,0903843163,Plan Ilimitado,37.16,26,970.74,month-to-month,credit_card,1,3.24,0
1390,Cliente 1390,cliente1390@example.com,0991763397,Fibra 500MB,48.76,33,1537.88,one-year,credit_card,1,2.29,1
1391,Cliente 1391,cliente1391@example.com,0905736630,Fibra 200MB,35.9,1,36.12,one-year,bank_transfer,3,3.54,0
1392,Cliente 1392,cliente1392@example.com,0906734585,Plan Ilimitado,42.38,20,790.03,month-to-month,cash,1,4.75,0
1393,Cliente 1393,cliente1393@example.com,0955179104,Plan Ilimitado,30.77,53,1625.51,month-to-month,bank_transfer,5,3.64,1
1394,Cliente 1394,cliente1394@example.com,0970721155,Fibra 200MB,46.94,25,1078.24,one-year,bank_transfer,0,3.68,0
1395,Cliente 1395,cliente1395@example.com,0946887527,Plan Ilimitado,55.52,35,1798.36,month-to-month,bank_transfer,1,3.24,0
1396,Cliente 1396,cliente1396@example.com,0968715793,Plan Familiar,41.19,8,326.94,month-to-month,credit_card,1,2.62,0
1397,Cliente 1397,cliente1397@example.com,0982391289,Fibra 500MB,15.0,36,513.28,month-to-month,credit_card,2,2.58,0
1398,Cliente 1398,cliente1398@example.com,0918584525,Plan Ilimitado,55.63,52,2908.86,one-year,credit_card,4,1.77,1
1399,Cliente 1399,cliente1399@example.com,0944241843,Combo TV+Internet,47.16,41,1938.92,two-year,cash,0,4.9,0
1400,Cliente 1400,cliente1400@example.com,0994798358,Fibra 500MB,27.12,40,1077.47,one-year,cash,5,,0
1401,Cliente 1401,cliente1401@example.com,0952508524,Combo TV+Internet,58.92,66,3925.98,month-to-month,cash,3,3.69,1
1402,Cliente 1402,cliente1402@example.com,0907504038,Fibra 500MB,19.83,17,343.55,month-to-month,credit_card,0,3.93,0
1403,Cliente 1403,cliente1403@example.com,0964550289,Plan Ilimitado,63.82,21,1389.42,one-year,bank_transfer,3,3.97,0
1404,Cliente 1404,cliente1404@example.com,0919058299,Plan Prepago Movil,43.97,45,1804.68,two-year,bank_transfer,1,2.79,0
1405,Cliente 1405,cliente1405@example.com,0948052624,Fibra 1GB,15.0,35,517.51,two-year,credit_card,2,3.24,0
1406,Cliente 1406,cliente1406@example.com,0972862635,Internet Hogar 100MB,48.21,71,3465.07,two-year,credit_card,1,,0
1407,Cliente 1407,cliente1407@example.com,0968344882,Internet Hogar 100MB,37.69,4,140.59,month-to-month,bank_transfer,3,5.0,1
1408,Cliente 1408,cliente1408@example.com,0919121106,Fibra 200MB,34.98,8,262.92,one-year,bank_transfer,0,4.72,0
1409,Cliente 1409,cliente1409@example.com,0950615743,Fibra 1GB,31.72,24,715.64,two-year,bank_transfer,1,3.78,0
1410,Cliente 1410,cliente1410@example.com,0988812313,Internet Hogar 100MB,42.71,33,1389.49,one-year,credit_card,1,5.0,0
1411,Cliente 1411,cliente1411@example.com,0924747343,Plan Prepago Movil,36.27,65,2251.28,one-year,bank_transfer,0,4.96,0
1412,Cliente 1412,cliente1412@example.com,0900160413,Fibra 1GB,15.0,36,539.95,month-to-month,credit_card,1,2.08,0
1413,Cliente 1413,cliente1413@example.com,0922586289,Plan Familiar,67.9,31,2087.08,one-year,credit_card,1,3.35,0
1414,Cliente 1414,cliente1414@example.com,0972198445,Combo TV+Internet,40.6,12,486.5,month-to-month,bank_transfer,1,3.58,0
1415,Cliente 1415,cliente1415@example.com,0982692217,Plan Familiar,31.83,31,925.4,month-to-month,credit_card,0,4.27,0
1416,Cliente 1416,cliente1416@example.com,0920550754,Plan Ilimitado,24.69,38,952.39,two-year,cash,1,3.35,0
1417,Cliente 1417,cliente1417@example.com,0936773522,Fibra 500MB,58.87,42,2471.56,two-year,bank_transfer,1,3.49,0
1418,Cliente 1418,cliente1418@example.com,0983276216,Plan Prepago Movil,21.63,44,875.2,two-year,credit_card,0,3.09,0
1419,Cliente 1419,cliente1419@example.com,0991297634,Fibra 200MB,47.41,31,1366.87,month-to-month,credit_card,0,4.75,0
1420,Cliente 1420,cliente1420@example.com,0918578083,Combo TV+Internet,34.49,11,358.58,month-to-month,bank_transfer,1,2.01,0
1421,Cliente 1421,cliente1421@example.com,0934236363,Fibra 1GB,35.54,11,406.74,month-to-month,credit_card,0,3.13,0
1422,Cliente 1422,cliente1422@example.com,0931815290,Plan Prepago Movil,25.14,11,262.42,two-year,credit_card,3,1.57,0
1423,Cliente 1423,cliente1423@example.com,0945918028,Plan Prepago Movil,33.83,45,1374.65,one-year,credit_card,1,2.47,0
1424,Cliente 1424,cliente1424@example.com,0935380925,Combo TV+Internet,45.16,62,2579.41,two-year,credit_card,2,3.95,0
1425,Cliente 1425,cliente1425@example.com,0927712655,Fibra 1GB,49.24,64,2851.43,month-to-month,bank_transfer,3,3.97,0
1426,Cliente 1426,cliente1426@example.com,0936916924,Plan Prepago Movil,30.86,22,652.05,one-year,bank_transfer,1,3.26,1
1427,Cliente 1427,cliente1427@example.com,0957695853,Internet Hogar 100MB,43.36,5,221.04,one-year,credit_card,1,4.84,0
1428,Cliente 1428,cliente1428@example.com,0964660504,Plan Ilimitado,60.99,46,2714.54,month-to-month,bank_transfer,1,5.0,0
1429,Cliente 1429,cliente1429@example.com,0966197341,Plan Familiar,15.07,2,30.92,two-year,credit_card,3,3.52,0
1430,Cliente 1430,cliente1430@example.com,0936852957,Internet Hogar 100MB,44.89,45,1832.45,one-year,bank_transfer,1,3.88,0
1431,Cliente 1431,cliente1431@example.com,0973068883,Plan Prepago Movil,27.89,27,730.78,month-to-month,credit_card,0,3.1,0
1432,Cliente 1432,cliente1432@example.com,0990363019,Fibra 200MB,26.05,61,1617.75,month-to-month,bank_transfer,1,4.29,0
1433,Cliente 1433,cliente1433@example.com,0941633950,Fibra 500MB,49.7,45,2239.2,two-year,credit_card,1,2.29,0
1434,Cliente 1434,cliente1434@example.com,0990612919,Fibra 200MB,35.19,54,1953.32,one-year,bank_transfer,0,5.0,0
1435,Cliente 1435,cliente1435@example.com,0923972740,Fibra 500MB,23.1,29,630.43,one-year,credit_card,3,4.85,0
